size,sizeUSD,spreadBps,priceImpactBps,grossProfit,totalCosts,netProfit,netProfitBps,profitable
80000,80000.00,246.1,2.7,1968.7584,493.4863,1475.2722,184.4,true
5000,5000.00,281.6,0.7,140.7966,29.8554,110.9412,221.9,true
10000,10000.00,166.3,0.9,166.3141,59.9687,106.3454,106.3,true
20000,20000.00,249.1,1.3,498.2258,120.7033,377.5225,188.8,true
40000,40000.00,75.9,1.9,303.5226,243.6095,59.9131,15.0,false
80000,80000.00,219.3,2.7,1754.4791,493.4863,1260.9928,157.6,true
5000,5000.00,300.4,0.7,150.1811,29.8554,120.3257,240.7,true
10000,10000.00,272.8,0.9,272.7927,59.9687,212.8240,212.8,true
20000,20000.00,365.8,1.3,731.6030,120.7033,610.8997,305.4,true
40000,40000.00,385.1,1.9,1540.5602,243.6095,1296.9508,324.2,true
80000,80000.00,136.2,2.7,1089.2845,493.4863,595.7983,74.5,false
5000,5000.00,167.2,0.7,83.5820,29.8554,53.7266,107.5,true
10000,10000.00,144.2,0.9,144.1505,59.9687,84.1818,84.2,true
20000,20000.00,91.0,1.3,182.0228,120.7033,61.3195,30.7,false
40000,40000.00,266.7,1.9,1066.7632,243.6095,823.1538,205.8,true
80000,80000.00,220.5,2.7,1763.6970,493.4863,1270.2107,158.8,true
5000,5000.00,199.9,0.7,99.9550,29.8554,70.0996,140.2,true
10000,10000.00,264.9,0.9,264.9104,59.9687,204.9418,204.9,true
20000,20000.00,240.6,1.3,481.1220,120.7033,360.4187,180.2,true
40000,40000.00,267.6,1.9,1070.5159,243.6095,826.9065,206.7,true
80000,80000.00,145.6,2.7,1164.5541,493.4863,671.0679,83.9,true
5000,5000.00,311.0,0.7,155.4848,29.8554,125.6294,251.3,true
10000,10000.00,46.6,0.9,46.5984,59.9687,-13.3703,-13.4,false
20000,20000.00,155.9,1.3,311.8545,120.7033,191.1512,95.6,true
40000,40000.00,217.6,1.9,870.5275,243.6095,626.9180,156.7,true
80000,80000.00,206.1,2.7,1648.4622,493.4863,1154.9759,144.4,true
5000,5000.00,224.2,0.7,112.0840,29.8554,82.2286,164.5,true
10000,10000.00,183.7,0.9,183.6971,59.9687,123.7284,123.7,true
20000,20000.00,219.6,1.3,439.2621,120.7033,318.5588,159.3,true
40000,40000.00,330.7,1.9,1322.7187,243.6095,1079.1092,269.8,true
80000,80000.00,338.5,2.7,2708.0982,493.4863,2214.6120,276.8,true
5000,5000.00,113.3,0.7,56.6696,29.8554,26.8142,53.6,false
10000,10000.00,81.9,0.9,81.9031,59.9687,21.9344,21.9,false
20000,20000.00,325.8,1.3,651.6233,120.7033,530.9200,265.5,true
40000,40000.00,196.8,1.9,787.0590,243.6095,543.4495,135.9,true
80000,80000.00,63.5,2.7,508.2917,493.4863,14.8055,1.9,false
5000,5000.00,148.4,0.7,74.2230,29.8554,44.3676,88.7,true
10000,10000.00,93.0,0.9,93.0355,59.9687,33.0668,33.1,false
20000,20000.00,82.3,1.3,164.6024,120.7033,43.8991,21.9,false
40000,40000.00,282.4,1.9,1129.4571,243.6095,885.8477,221.5,true
80000,80000.00,249.3,2.7,1994.4837,493.4863,1500.9974,187.6,true
5000,5000.00,56.9,0.7,28.4436,29.8554,-1.4119,-2.8,false
10000,10000.00,167.7,0.9,167.7301,59.9687,107.7614,107.8,true
20000,20000.00,173.1,1.3,346.2305,120.7033,225.5272,112.8,true
40000,40000.00,144.7,1.9,578.7959,243.6095,335.1864,83.8,true
80000,80000.00,123.2,2.7,985.7890,493.4863,492.3028,61.5,false
5000,5000.00,87.4,0.7,43.7143,29.8554,13.8589,27.7,false
10000,10000.00,363.4,0.9,363.4299,59.9687,303.4612,303.5,true
20000,20000.00,119.4,1.3,238.7715,120.7033,118.0682,59.0,false
40000,40000.00,202.6,1.9,810.5146,243.6095,566.9051,141.7,true
80000,80000.00,265.9,2.7,2127.1177,493.4863,1633.6315,204.2,true
5000,5000.00,281.0,0.7,140.5197,29.8554,110.6643,221.3,true
10000,10000.00,211.3,0.9,211.3456,59.9687,151.3769,151.4,true
20000,20000.00,282.2,1.3,564.3351,120.7033,443.6319,221.8,true
40000,40000.00,290.5,1.9,1162.1039,243.6095,918.4944,229.6,true
80000,80000.00,89.7,2.7,717.7897,493.4863,224.3035,28.0,false
5000,5000.00,375.3,0.7,187.6599,29.8554,157.8045,315.6,true
10000,10000.00,287.2,0.9,287.1996,59.9687,227.2309,227.2,true
20000,20000.00,134.2,1.3,268.3498,120.7033,147.6465,73.8,false
40000,40000.00,194.0,1.9,776.1427,243.6095,532.5332,133.1,true
80000,80000.00,275.0,2.7,2199.8101,493.4863,1706.3239,213.3,true
5000,5000.00,194.2,0.7,97.0810,29.8554,67.2256,134.5,true
10000,10000.00,100.4,0.9,100.3763,59.9687,40.4076,40.4,false
20000,20000.00,298.0,1.3,595.9302,120.7033,475.2269,237.6,true
40000,40000.00,171.0,1.9,683.8168,243.6095,440.2073,110.1,true
80000,80000.00,88.5,2.7,708.2154,493.4863,214.7292,26.8,false
5000,5000.00,27.1,0.7,13.5655,29.8554,-16.2899,-32.6,false
10000,10000.00,126.9,0.9,126.8977,59.9687,66.9290,66.9,false
20000,20000.00,180.6,1.3,361.1651,120.7033,240.4619,120.2,true
40000,40000.00,239.1,1.9,956.3219,243.6095,712.7125,178.2,true
80000,80000.00,143.3,2.7,1146.5390,493.4863,653.0528,81.6,true
5000,5000.00,148.5,0.7,74.2462,29.8554,44.3908,88.8,true
10000,10000.00,299.8,0.9,299.8184,59.9687,239.8497,239.8,true
20000,20000.00,350.7,1.3,701.4495,120.7033,580.7462,290.4,true
40000,40000.00,166.9,1.9,667.6797,243.6095,424.0703,106.0,true
80000,80000.00,138.0,2.7,1103.7910,493.4863,610.3048,76.3,true
5000,5000.00,286.3,0.7,143.1705,29.8554,113.3151,226.6,true
10000,10000.00,161.5,0.9,161.5437,59.9687,101.5750,101.6,true
20000,20000.00,177.3,1.3,354.5160,120.7033,233.8127,116.9,true
40000,40000.00,380.6,1.9,1522.3648,243.6095,1278.7553,319.7,true
80000,80000.00,295.2,2.7,2361.7138,493.4863,1868.2275,233.5,true
5000,5000.00,320.6,0.7,160.3212,29.8554,130.4658,260.9,true
10000,10000.00,198.6,0.9,198.5939,59.9687,138.6252,138.6,true
20000,20000.00,161.5,1.3,323.0367,120.7033,202.3335,101.2,true
40000,40000.00,134.7,1.9,538.8989,243.6095,295.2894,73.8,false
80000,80000.00,233.6,2.7,1868.4775,493.4863,1374.9912,171.9,true
5000,5000.00,271.8,0.7,135.8965,29.8554,106.0411,212.1,true
10000,10000.00,115.3,0.9,115.2800,59.9687,55.3114,55.3,false
20000,20000.00,175.3,1.3,350.6732,120.7033,229.9699,115.0,true
40000,40000.00,143.1,1.9,572.2053,243.6095,328.5958,82.1,true
80000,80000.00,102.7,2.7,821.4898,493.4863,328.0035,41.0,false
5000,5000.00,133.7,0.7,66.8600,29.8554,37.0046,74.0,false
10000,10000.00,197.3,0.9,197.3220,59.9687,137.3533,137.4,true
20000,20000.00,300.2,1.3,600.3317,120.7033,479.6284,239.8,true
40000,40000.00,259.1,1.9,1036.2605,243.6095,792.6511,198.2,true
80000,80000.00,263.8,2.7,2110.1909,493.4863,1616.7046,202.1,true
5000,5000.00,300.3,0.7,150.1700,29.8554,120.3146,240.6,true
10000,10000.00,147.0,0.9,146.9796,59.9687,87.0109,87.0,true
20000,20000.00,342.2,1.3,684.4488,120.7033,563.7455,281.9,true
40000,40000.00,365.5,1.9,1461.8250,243.6095,1218.2156,304.6,true
80000,80000.00,235.2,2.7,1881.4626,493.4863,1387.9764,173.5,true
5000,5000.00,343.7,0.7,171.8571,29.8554,142.0017,284.0,true
10000,10000.00,164.9,0.9,164.8534,59.9687,104.8847,104.9,true
20000,20000.00,174.5,1.3,349.0669,120.7033,228.3637,114.2,true
40000,40000.00,168.7,1.9,674.9970,243.6095,431.3876,107.8,true
80000,80000.00,146.3,2.7,1170.1135,493.4863,676.6273,84.6,true
5000,5000.00,82.4,0.7,41.2235,29.8554,11.3681,22.7,false
10000,10000.00,198.2,0.9,198.2097,59.9687,138.2410,138.2,true
20000,20000.00,43.5,1.3,86.9396,120.7033,-33.7637,-16.9,false
40000,40000.00,282.6,1.9,1130.3614,243.6095,886.7519,221.7,true
80000,80000.00,210.6,2.7,1684.8707,493.4863,1191.3845,148.9,true
5000,5000.00,348.2,0.7,174.1049,29.8554,144.2495,288.5,true
10000,10000.00,23.9,0.9,23.9277,59.9687,-36.0410,-36.0,false
20000,20000.00,221.1,1.3,442.2944,120.7033,321.5911,160.8,true
40000,40000.00,238.8,1.9,955.0167,243.6095,711.4073,177.9,true
80000,80000.00,349.2,2.7,2793.7415,493.4863,2300.2553,287.5,true
5000,5000.00,137.5,0.7,68.7595,29.8554,38.9041,77.8,true
10000,10000.00,298.8,0.9,298.7827,59.9687,238.8140,238.8,true
20000,20000.00,203.8,1.3,407.5687,120.7033,286.8654,143.4,true
40000,40000.00,222.1,1.9,888.4890,243.6095,644.8796,161.2,true
80000,80000.00,85.4,2.7,683.3806,493.4863,189.8943,23.7,false
5000,5000.00,253.9,0.7,126.9646,29.8554,97.1092,194.2,true
10000,10000.00,283.6,0.9,283.5749,59.9687,223.6062,223.6,true
20000,20000.00,152.6,1.3,305.1169,120.7033,184.4136,92.2,true
40000,40000.00,260.8,1.9,1043.1590,243.6095,799.5496,199.9,true
80000,80000.00,85.7,2.7,685.9922,493.4863,192.5060,24.1,false
5000,5000.00,259.7,0.7,129.8253,29.8554,99.9699,199.9,true
10000,10000.00,83.5,0.9,83.4614,59.9687,23.4927,23.5,false
20000,20000.00,98.4,1.3,196.8449,120.7033,76.1416,38.1,false
40000,40000.00,307.2,1.9,1228.9357,243.6095,985.3262,246.3,true
80000,80000.00,283.9,2.7,2271.5567,493.4863,1778.0705,222.3,true
5000,5000.00,227.8,0.7,113.8993,29.8554,84.0438,168.1,true
10000,10000.00,287.6,0.9,287.5901,59.9687,227.6214,227.6,true
20000,20000.00,97.3,1.3,194.6560,120.7033,73.9527,37.0,false
40000,40000.00,196.6,1.9,786.2700,243.6095,542.6605,135.7,true
80000,80000.00,322.8,2.7,2582.7145,493.4863,2089.2283,261.2,true
5000,5000.00,145.3,0.7,72.6721,29.8554,42.8167,85.6,true
10000,10000.00,194.5,0.9,194.5270,59.9687,134.5583,134.6,true
20000,20000.00,308.5,1.3,617.0283,120.7033,496.3250,248.2,true
40000,40000.00,134.3,1.9,537.0995,243.6095,293.4901,73.4,false
80000,80000.00,285.8,2.7,2286.4790,493.4863,1792.9927,224.1,true
5000,5000.00,129.7,0.7,64.8571,29.8554,35.0016,70.0,false
10000,10000.00,151.0,0.9,151.0294,59.9687,91.0607,91.1,true
20000,20000.00,232.5,1.3,464.9951,120.7033,344.2918,172.1,true
40000,40000.00,50.2,1.9,200.9741,243.6095,-42.6353,-10.7,false
80000,80000.00,159.9,2.7,1279.4220,493.4863,785.9357,98.2,true
5000,5000.00,210.5,0.7,105.2538,29.8554,75.3984,150.8,true
10000,10000.00,295.1,0.9,295.0925,59.9687,235.1239,235.1,true
20000,20000.00,78.7,1.3,157.3490,120.7033,36.6457,18.3,false
40000,40000.00,211.8,1.9,847.1283,243.6095,603.5188,150.9,true
80000,80000.00,206.5,2.7,1651.7211,493.4863,1158.2349,144.8,true
5000,5000.00,215.0,0.7,107.4864,29.8554,77.6310,155.3,true
10000,10000.00,292.1,0.9,292.1039,59.9687,232.1352,232.1,true
20000,20000.00,263.1,1.3,526.2283,120.7033,405.5250,202.8,true
40000,40000.00,116.0,1.9,463.9293,243.6095,220.3198,55.1,false
80000,80000.00,205.9,2.7,1647.5743,493.4863,1154.0881,144.3,true
5000,5000.00,232.6,0.7,116.3065,29.8554,86.4511,172.9,true
10000,10000.00,303.7,0.9,303.7250,59.9687,243.7563,243.8,true
20000,20000.00,187.1,1.3,374.1948,120.7033,253.4915,126.7,true
40000,40000.00,186.6,1.9,746.2301,243.6095,502.6207,125.7,true
80000,80000.00,154.5,2.7,1236.1906,493.4863,742.7043,92.8,true
5000,5000.00,203.6,0.7,101.8059,29.8554,71.9505,143.9,true
10000,10000.00,264.6,0.9,264.6477,59.9687,204.6790,204.7,true
20000,20000.00,224.3,1.3,448.6271,120.7033,327.9238,164.0,true
40000,40000.00,79.9,1.9,319.6306,243.6095,76.0211,19.0,false
80000,80000.00,177.0,2.7,1416.1812,493.4863,922.6950,115.3,true
5000,5000.00,153.8,0.7,76.8866,29.8554,47.0312,94.1,true
10000,10000.00,242.4,0.9,242.3524,59.9687,182.3838,182.4,true
20000,20000.00,233.9,1.3,467.8654,120.7033,347.1621,173.6,true
40000,40000.00,367.9,1.9,1471.7997,243.6095,1228.1903,307.0,true
80000,80000.00,105.7,2.7,845.5880,493.4863,352.1017,44.0,false
5000,5000.00,142.2,0.7,71.1100,29.8554,41.2546,82.5,true
10000,10000.00,147.1,0.9,147.0890,59.9687,87.1203,87.1,true
20000,20000.00,272.2,1.3,544.4430,120.7033,423.7397,211.9,true
40000,40000.00,212.9,1.9,851.4759,243.6095,607.8664,152.0,true
80000,80000.00,300.6,2.7,2404.8063,493.4863,1911.3201,238.9,true
5000,5000.00,184.2,0.7,92.0891,29.8554,62.2337,124.5,true
10000,10000.00,283.1,0.9,283.0648,59.9687,223.0961,223.1,true
20000,20000.00,209.7,1.3,419.4790,120.7033,298.7757,149.4,true
40000,40000.00,75.2,1.9,300.6533,243.6095,57.0439,14.3,false
80000,80000.00,181.1,2.7,1449.1968,493.4863,955.7106,119.5,true
5000,5000.00,149.2,0.7,74.6226,29.8554,44.7672,89.5,true
10000,10000.00,234.3,0.9,234.3392,59.9687,174.3706,174.4,true
20000,20000.00,248.4,1.3,496.8069,120.7033,376.1037,188.1,true
40000,40000.00,111.6,1.9,446.2079,243.6095,202.5984,50.6,false
80000,80000.00,121.6,2.7,973.0182,493.4863,479.5319,59.9,false
5000,5000.00,275.2,0.7,137.6075,29.8554,107.7521,215.5,true
10000,10000.00,251.5,0.9,251.5364,59.9687,191.5678,191.6,true
20000,20000.00,379.1,1.3,758.1051,120.7033,637.4019,318.7,true
40000,40000.00,185.1,1.9,740.5894,243.6095,496.9799,124.2,true
80000,80000.00,164.3,2.7,1314.4111,493.4863,820.9248,102.6,true
5000,5000.00,265.7,0.7,132.8703,29.8554,103.0149,206.0,true
10000,10000.00,260.2,0.9,260.1646,59.9687,200.1959,200.2,true
20000,20000.00,338.2,1.3,676.3973,120.7033,555.6940,277.8,true
40000,40000.00,186.7,1.9,746.6518,243.6095,503.0424,125.8,true
80000,80000.00,266.8,2.7,2134.4134,493.4863,1640.9272,205.1,true
5000,5000.00,296.6,0.7,148.2786,29.8554,118.4231,236.8,true
10000,10000.00,93.6,0.9,93.5608,59.9687,33.5921,33.6,false
20000,20000.00,156.8,1.3,313.5460,120.7033,192.8427,96.4,true
40000,40000.00,227.5,1.9,910.1833,243.6095,666.5739,166.6,true
80000,80000.00,214.5,2.7,1715.6504,493.4863,1222.1642,152.8,true
5000,5000.00,113.0,0.7,56.5078,29.8554,26.6524,53.3,false
10000,10000.00,178.6,0.9,178.6273,59.9687,118.6586,118.7,true
20000,20000.00,252.1,1.3,504.1539,120.7033,383.4506,191.7,true
40000,40000.00,121.4,1.9,485.4394,243.6095,241.8299,60.5,false
80000,80000.00,314.6,2.7,2517.0939,493.4863,2023.6077,253.0,true
5000,5000.00,113.6,0.7,56.7922,29.8554,26.9368,53.9,false
10000,10000.00,223.8,0.9,223.8241,59.9687,163.8554,163.9,true
20000,20000.00,98.0,1.3,195.9196,120.7033,75.2164,37.6,false
40000,40000.00,218.6,1.9,874.5229,243.6095,630.9134,157.7,true
80000,80000.00,226.4,2.7,1811.0841,493.4863,1317.5978,164.7,true
5000,5000.00,155.6,0.7,77.8043,29.8554,47.9488,95.9,true
10000,10000.00,213.7,0.9,213.7041,59.9687,153.7354,153.7,true
20000,20000.00,290.0,1.3,580.0439,120.7033,459.3406,229.7,true
40000,40000.00,141.7,1.9,566.9619,243.6095,323.3524,80.8,true
80000,80000.00,260.6,2.7,2084.7066,493.4863,1591.2204,198.9,true
5000,5000.00,179.8,0.7,89.8902,29.8554,60.0348,120.1,true
10000,10000.00,188.9,0.9,188.9251,59.9687,128.9564,129.0,true
20000,20000.00,181.2,1.3,362.4590,120.7033,241.7557,120.9,true
40000,40000.00,189.2,1.9,756.9628,243.6095,513.3534,128.3,true
80000,80000.00,276.6,2.7,2212.4652,493.4863,1718.9790,214.9,true
5000,5000.00,251.9,0.7,125.9747,29.8554,96.1193,192.2,true
10000,10000.00,69.6,0.9,69.6186,59.9687,9.6499,9.6,false
20000,20000.00,186.5,1.3,373.0690,120.7033,252.3657,126.2,true
40000,40000.00,118.0,1.9,472.0302,243.6095,228.4207,57.1,false
80000,80000.00,189.0,2.7,1512.2263,493.4863,1018.7400,127.3,true
5000,5000.00,80.1,0.7,40.0634,29.8554,10.2080,20.4,false
10000,10000.00,188.9,0.9,188.8763,59.9687,128.9076,128.9,true
20000,20000.00,355.1,1.3,710.2544,120.7033,589.5511,294.8,true
40000,40000.00,116.2,1.9,464.8158,243.6095,221.2064,55.3,false
80000,80000.00,148.9,2.7,1191.2761,493.4863,697.7898,87.2,true
5000,5000.00,274.6,0.7,137.2828,29.8554,107.4274,214.9,true
10000,10000.00,312.2,0.9,312.2151,59.9687,252.2465,252.2,true
20000,20000.00,245.7,1.3,491.4926,120.7033,370.7893,185.4,true
40000,40000.00,143.8,1.9,575.2095,243.6095,331.6001,82.9,true
80000,80000.00,321.9,2.7,2575.2608,493.4863,2081.7745,260.2,true
5000,5000.00,319.3,0.7,159.6401,29.8554,129.7846,259.6,true
10000,10000.00,242.2,0.9,242.2364,59.9687,182.2677,182.3,true
20000,20000.00,314.6,1.3,629.1679,120.7033,508.4646,254.2,true
40000,40000.00,50.0,1.9,199.9049,243.6095,-43.7046,-10.9,false
80000,80000.00,294.8,2.7,2358.1542,493.4863,1864.6679,233.1,true
5000,5000.00,218.1,0.7,109.0497,29.8554,79.1943,158.4,true
10000,10000.00,237.3,0.9,237.3116,59.9687,177.3429,177.3,true
20000,20000.00,371.4,1.3,742.7302,120.7033,622.0269,311.0,true
40000,40000.00,158.2,1.9,632.9891,243.6095,389.3796,97.3,true
80000,80000.00,167.3,2.7,1338.7285,493.4863,845.2423,105.7,true
5000,5000.00,349.9,0.7,174.9579,29.8554,145.1025,290.2,true
10000,10000.00,235.9,0.9,235.9144,59.9687,175.9457,175.9,true
20000,20000.00,137.1,1.3,274.1313,120.7033,153.4280,76.7,true
40000,40000.00,168.7,1.9,674.9024,243.6095,431.2930,107.8,true
80000,80000.00,35.8,2.7,286.0306,493.4863,-207.4556,-25.9,false
5000,5000.00,325.2,0.7,162.6128,29.8554,132.7574,265.5,true
10000,10000.00,190.6,0.9,190.6416,59.9687,130.6729,130.7,true
20000,20000.00,315.3,1.3,630.5841,120.7033,509.8808,254.9,true
40000,40000.00,113.8,1.9,455.0520,243.6095,211.4425,52.9,false
80000,80000.00,262.2,2.7,2097.3378,493.4863,1603.8516,200.5,true
5000,5000.00,298.5,0.7,149.2374,29.8554,119.3820,238.8,true
10000,10000.00,294.5,0.9,294.5214,59.9687,234.5527,234.6,true
20000,20000.00,172.4,1.3,344.7273,120.7033,224.0240,112.0,true
40000,40000.00,122.5,1.9,489.9187,243.6095,246.3093,61.6,false
80000,80000.00,174.6,2.7,1397.0824,493.4863,903.5961,112.9,true
5000,5000.00,136.2,0.7,68.0901,29.8554,38.2346,76.5,true
10000,10000.00,178.9,0.9,178.8719,59.9687,118.9032,118.9,true
20000,20000.00,285.5,1.3,570.9676,120.7033,450.2643,225.1,true
40000,40000.00,336.6,1.9,1346.5089,243.6095,1102.8995,275.7,true
80000,80000.00,270.3,2.7,2162.0299,493.4863,1668.5436,208.6,true
5000,5000.00,27.5,0.7,13.7284,29.8554,-16.1270,-32.3,false
10000,10000.00,312.8,0.9,312.7892,59.9687,252.8205,252.8,true
20000,20000.00,300.8,1.3,601.6576,120.7033,480.9543,240.5,true
40000,40000.00,163.0,1.9,652.0762,243.6095,408.4668,102.1,true
80000,80000.00,282.7,2.7,2261.5582,493.4863,1768.0720,221.0,true
5000,5000.00,197.1,0.7,98.5457,29.8554,68.6903,137.4,true
10000,10000.00,319.3,0.9,319.2699,59.9687,259.3013,259.3,true
20000,20000.00,153.8,1.3,307.6408,120.7033,186.9375,93.5,true
40000,40000.00,341.5,1.9,1366.1834,243.6095,1122.5740,280.6,true
80000,80000.00,158.1,2.7,1264.5858,493.4863,771.0996,96.4,true
5000,5000.00,141.2,0.7,70.6017,29.8554,40.7463,81.5,true
10000,10000.00,207.0,0.9,207.0026,59.9687,147.0339,147.0,true
20000,20000.00,163.4,1.3,326.8550,120.7033,206.1517,103.1,true
40000,40000.00,261.1,1.9,1044.5762,243.6095,800.9667,200.2,true
80000,80000.00,349.5,2.7,2796.0864,493.4863,2302.6001,287.8,true
5000,5000.00,318.6,0.7,159.2998,29.8554,129.4444,258.9,true
10000,10000.00,224.2,0.9,224.1637,59.9687,164.1950,164.2,true
20000,20000.00,179.7,1.3,359.3333,120.7033,238.6300,119.3,true
40000,40000.00,85.2,1.9,340.7171,243.6095,97.1077,24.3,false
80000,80000.00,217.4,2.7,1739.3011,493.4863,1245.8149,155.7,true
5000,5000.00,147.1,0.7,73.5420,29.8554,43.6866,87.4,true
10000,10000.00,190.3,0.9,190.3127,59.9687,130.3440,130.3,true
20000,20000.00,343.2,1.3,686.4320,120.7033,565.7287,282.9,true
40000,40000.00,294.2,1.9,1176.8370,243.6095,933.2276,233.3,true
80000,80000.00,315.7,2.7,2525.3676,493.4863,2031.8814,254.0,true
5000,5000.00,134.3,0.7,67.1530,29.8554,37.2976,74.6,false
10000,10000.00,129.6,0.9,129.5631,59.9687,69.5944,69.6,false
20000,20000.00,99.2,1.3,198.4184,120.7033,77.7151,38.9,false
40000,40000.00,280.5,1.9,1122.0457,243.6095,878.4362,219.6,true
80000,80000.00,289.0,2.7,2312.1214,493.4863,1818.6352,227.3,true
5000,5000.00,171.0,0.7,85.4922,29.8554,55.6367,111.3,true
10000,10000.00,72.3,0.9,72.2707,59.9687,12.3020,12.3,false
20000,20000.00,317.9,1.3,635.7386,120.7033,515.0353,257.5,true
40000,40000.00,253.7,1.9,1014.6689,243.6095,771.0595,192.8,true
80000,80000.00,318.4,2.7,2547.2044,493.4863,2053.7181,256.7,true
5000,5000.00,103.8,0.7,51.9034,29.8554,22.0480,44.1,false
10000,10000.00,195.6,0.9,195.6261,59.9687,135.6575,135.7,true
20000,20000.00,272.7,1.3,545.4377,120.7033,424.7344,212.4,true
40000,40000.00,70.8,1.9,283.0751,243.6095,39.4656,9.9,false
80000,80000.00,120.9,2.7,967.4638,493.4863,473.9776,59.2,false
5000,5000.00,225.7,0.7,112.8634,29.8554,83.0080,166.0,true
10000,10000.00,174.6,0.9,174.5755,59.9687,114.6068,114.6,true
20000,20000.00,191.0,1.3,382.0774,120.7033,261.3742,130.7,true
40000,40000.00,284.0,1.9,1135.9086,243.6095,892.2992,223.1,true
80000,80000.00,46.0,2.7,368.3510,493.4863,-125.1352,-15.6,false
5000,5000.00,106.7,0.7,53.3733,29.8554,23.5179,47.0,false
10000,10000.00,130.4,0.9,130.4271,59.9687,70.4584,70.5,false
20000,20000.00,119.9,1.3,239.7742,120.7033,119.0709,59.5,false
40000,40000.00,295.2,1.9,1180.6286,243.6095,937.0191,234.3,true
80000,80000.00,111.1,2.7,888.6685,493.4863,395.1823,49.4,false
5000,5000.00,214.7,0.7,107.3300,29.8554,77.4746,154.9,true
10000,10000.00,145.9,0.9,145.9453,59.9687,85.9766,86.0,true
20000,20000.00,246.0,1.3,492.0987,120.7033,371.3954,185.7,true
40000,40000.00,116.0,1.9,463.9415,243.6095,220.3321,55.1,false
80000,80000.00,260.9,2.7,2087.4932,493.4863,1594.0070,199.3,true
5000,5000.00,370.4,0.7,185.2241,29.8554,155.3687,310.7,true
10000,10000.00,180.1,0.9,180.0760,59.9687,120.1073,120.1,true
20000,20000.00,239.1,1.3,478.1108,120.7033,357.4075,178.7,true
40000,40000.00,232.6,1.9,930.5700,243.6095,686.9605,171.7,true
80000,80000.00,252.7,2.7,2021.5982,493.4863,1528.1120,191.0,true
5000,5000.00,223.7,0.7,111.8634,29.8554,82.0080,164.0,true
10000,10000.00,103.8,0.9,103.8225,59.9687,43.8538,43.9,false
20000,20000.00,344.3,1.3,688.6824,120.7033,567.9791,284.0,true
40000,40000.00,355.8,1.9,1423.2948,243.6095,1179.6854,294.9,true
80000,80000.00,70.8,2.7,566.3321,493.4863,72.8458,9.1,false
5000,5000.00,182.4,0.7,91.1927,29.8554,61.3373,122.7,true
10000,10000.00,55.7,0.9,55.6747,59.9687,-4.2940,-4.3,false
20000,20000.00,157.1,1.3,314.2357,120.7033,193.5324,96.8,true
40000,40000.00,275.1,1.9,1100.4803,243.6095,856.8709,214.2,true
80000,80000.00,258.9,2.7,2071.0562,493.4863,1577.5699,197.2,true
5000,5000.00,136.8,0.7,68.3904,29.8554,38.5350,77.1,true
10000,10000.00,177.3,0.9,177.2571,59.9687,117.2884,117.3,true
20000,20000.00,195.5,1.3,391.0511,120.7033,270.3478,135.2,true
40000,40000.00,239.8,1.9,959.0763,243.6095,715.4668,178.9,true
80000,80000.00,212.3,2.7,1698.2128,493.4863,1204.7265,150.6,true
5000,5000.00,185.9,0.7,92.9537,29.8554,63.0983,126.2,true
10000,10000.00,306.9,0.9,306.9280,59.9687,246.9593,247.0,true
20000,20000.00,111.3,1.3,222.6202,120.7033,101.9169,51.0,false
40000,40000.00,167.9,1.9,671.4383,243.6095,427.8288,107.0,true
80000,80000.00,231.4,2.7,1851.1579,493.4863,1357.6716,169.7,true
5000,5000.00,327.3,0.7,163.6658,29.8554,133.8104,267.6,true
10000,10000.00,62.0,0.9,62.0090,59.9687,2.0403,2.0,false
20000,20000.00,231.3,1.3,462.6940,120.7033,341.9907,171.0,true
40000,40000.00,79.1,1.9,316.2369,243.6095,72.6275,18.2,false
80000,80000.00,213.4,2.7,1707.5354,493.4863,1214.0491,151.8,true
5000,5000.00,54.0,0.7,27.0038,29.8554,-2.8516,-5.7,false
10000,10000.00,239.4,0.9,239.3601,59.9687,179.3914,179.4,true
20000,20000.00,296.8,1.3,593.5088,120.7033,472.8055,236.4,true
40000,40000.00,159.8,1.9,639.1985,243.6095,395.5890,98.9,true
80000,80000.00,297.7,2.7,2381.9389,493.4863,1888.4526,236.1,true
5000,5000.00,162.6,0.7,81.3189,29.8554,51.4635,102.9,true
10000,10000.00,158.0,0.9,157.9862,59.9687,98.0175,98.0,true
20000,20000.00,212.7,1.3,425.3240,120.7033,304.6207,152.3,true
40000,40000.00,250.7,1.9,1002.7956,243.6095,759.1862,189.8,true
80000,80000.00,187.4,2.7,1499.2296,493.4863,1005.7434,125.7,true
5000,5000.00,200.2,0.7,100.0974,29.8554,70.2420,140.5,true
10000,10000.00,320.3,0.9,320.3147,59.9687,260.3461,260.3,true
20000,20000.00,235.2,1.3,470.4272,120.7033,349.7239,174.9,true
40000,40000.00,209.8,1.9,839.1665,243.6095,595.5571,148.9,true
80000,80000.00,246.3,2.7,1970.6964,493.4863,1477.2102,184.7,true
5000,5000.00,249.0,0.7,124.5088,29.8554,94.6534,189.3,true
10000,10000.00,142.5,0.9,142.4749,59.9687,82.5062,82.5,true
20000,20000.00,396.4,1.3,792.8833,120.7033,672.1800,336.1,true
40000,40000.00,189.3,1.9,757.0622,243.6095,513.4528,128.4,true
80000,80000.00,256.3,2.7,2050.0691,493.4863,1556.5829,194.6,true
5000,5000.00,185.9,0.7,92.9446,29.8554,63.0892,126.2,true
